customer_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
CUST_000030,31,self-employed,married,university.degree,no,no,no,cellular,may,fri,1,999,1,nonexistent,-1.87,92.87,-45.28,1.35,5103.71
CUST_000031,49,housemaid,single,university.degree,no,yes,no,cellular,dec,mon,2,4,3,success,-3.08,92.56,-33.02,0.71,5024.47
CUST_000032,27,blue-collar,single,basic.6y,no,no,no,telephone,jul,tue,2,999,0,nonexistent,1.48,93.89,-43.27,4.93,5229.73
CUST_000033,56,management,divorced,university.degree,no,yes,no,telephone,may,wed,3,999,2,nonexistent,1.04,93.89,-36.71,5.02,5186.88
CUST_000034,32,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,1,0,3,success,-1.85,92.92,-45.85,1.35,5096.08
CUST_000035,60,housemaid,divorced,professional.course,no,yes,no,cellular,aug,tue,3,999,1,failure,-2.67,92.13,-32.8,0.97,5071.22
CUST_000036,58,retired,married,basic.9y,no,no,no,telephone,may,wed,3,999,2,nonexistent,1.24,93.91,-36.1,4.68,5182.56
CUST_000037,36,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,2,nonexistent,1.41,94.01,-42.86,5.16,5222.93
CUST_000038,39,self-employed,married,university.degree,no,no,yes,telephone,jun,mon,1,999,2,nonexistent,1.51,94.24,-41.94,5.12,5223.91
CUST_000039,52,entrepreneur,married,basic.6y,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.56,93.9,-43.2,4.9,5224.6
CUST_000040,63,blue-collar,married,basic.4y,no,yes,yes,cellular,nov,mon,1,999,0,nonexistent,-3.5,92.57,-29.62,0.8,5025.53
CUST_000041,45,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,1,999,1,nonexistent,1.56,94.45,-42.85,5.0,5223.52
CUST_000042,33,technician,single,professional.course,no,unknown,unknown,cellular,nov,wed,1,999,0,nonexistent,-0.06,93.23,-42.74,3.94,5197.03
CUST_000043,39,admin.,single,unknown,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.47,-41.91,4.99,5225.43
CUST_000044,34,self-employed,single,university.degree,no,yes,no,telephone,may,fri,2,999,1,nonexistent,1.02,94.01,-36.73,4.75,5188.54
CUST_000045,55,technician,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.19,93.91,-36.7,4.59,5195.09
CUST_000046,40,admin.,married,university.degree,no,no,no,cellular,aug,thu,11,999,0,nonexistent,1.38,93.32,-35.03,4.99,5225.9
CUST_000047,34,self-employed,single,university.degree,no,no,no,cellular,may,mon,1,999,1,nonexistent,-1.77,92.92,-46.22,1.26,5100.46
CUST_000048,35,entrepreneur,married,high.school,no,yes,no,cellular,nov,mon,3,999,1,nonexistent,-0.06,93.02,-42.73,4.11,5191.96
CUST_000049,29,admin.,single,high.school,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.35,93.8,-43.12,5.01,5230.19
CUST_000050,25,technician,unknown,university.degree,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.71,92.86,-46.63,1.29,5096.67
CUST_000051,48,technician,divorced,professional.course,no,no,no,cellular,jul,wed,1,999,1,nonexistent,1.51,93.84,-42.69,5.07,5224.38
CUST_000052,26,admin.,married,university.degree,no,yes,no,cellular,mar,mon,1,999,0,nonexistent,-1.78,92.93,-51.36,1.58,5099.08
CUST_000053,40,admin.,married,university.degree,no,no,no,telephone,may,mon,2,999,1,nonexistent,-1.85,93.96,-40.31,0.73,5013.56
CUST_000054,29,technician,single,university.degree,no,yes,no,cellular,mar,mon,1,999,1,nonexistent,-1.64,92.8,-50.48,1.81,5097.45
CUST_000055,36,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,0.98,94.07,-36.37,4.82,5189.29
CUST_000056,36,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,3,999,1,nonexistent,-1.74,92.86,-45.88,1.19,5096.3
CUST_000057,30,self-employed,married,university.degree,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.77,92.87,-47.14,1.18,5105.46
CUST_000058,33,technician,married,professional.course,no,yes,no,cellular,jun,tue,6,21,2,success,-1.82,94.17,-39.75,0.71,4987.39
CUST_000059,39,management,married,university.degree,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.27,94.48,-41.69,4.92,5226.16
CUST_000060,39,blue-collar,married,high.school,no,yes,no,cellular,jul,wed,5,999,0,nonexistent,1.53,93.87,-41.78,5.06,5228.24
CUST_000061,31,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.52,93.39,-36.43,4.91,5229.29
CUST_000062,43,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,1,999,1,failure,-1.54,92.78,-46.1,1.35,5096.75
CUST_000063,43,technician,single,professional.course,no,yes,no,cellular,jul,tue,3,999,1,nonexistent,1.29,93.72,-43.5,4.93,5228.33
CUST_000064,33,admin.,married,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.47,93.88,-43.07,4.96,5222.17
CUST_000065,53,admin.,married,university.degree,no,no,yes,cellular,sep,fri,1,999,0,nonexistent,-3.49,92.23,-30.46,0.9,5013.51
CUST_000066,32,admin.,married,university.degree,no,no,no,cellular,jun,tue,1,9,0,success,-2.89,92.94,-40.35,1.33,5077.12
CUST_000067,39,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.42,-41.37,5.19,5224.35
CUST_000068,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.34,94.65,-42.15,4.88,5230.3
CUST_000069,31,blue-collar,single,basic.4y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.45,93.98,-42.54,4.95,5226.97
CUST_000070,35,management,married,university.degree,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.07,94.08,-36.29,4.79,5189.55
CUST_000071,47,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.37,94.55,-41.38,5.04,5228.12
CUST_000072,30,technician,married,university.degree,no,yes,no,cellular,jul,wed,2,999,1,nonexistent,-3.01,92.52,-33.07,1.01,5076.23
CUST_000073,37,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,3,999,0,nonexistent,1.41,94.62,-40.73,4.84,5222.81
CUST_000074,47,retired,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,0.87,93.9,-35.85,4.92,5193.13
CUST_000075,36,admin.,married,university.degree,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.3,93.96,-43.36,5.07,5227.61
CUST_000076,35,admin.,married,basic.9y,no,yes,no,cellular,apr,mon,2,999,1,nonexistent,-2.05,93.02,-46.89,1.4,5098.26
CUST_000077,26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,5,999,0,nonexistent,-1.81,94.29,-39.21,0.87,4992.84
CUST_000078,29,technician,married,professional.course,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.21,93.7,-43.4,4.84,5230.8
CUST_000079,35,admin.,divorced,high.school,no,no,no,cellular,nov,mon,4,999,0,nonexistent,-0.16,93.05,-42.09,4.21,5196.44
CUST_000080,25,admin.,single,high.school,no,yes,no,cellular,jul,thu,1,999,1,nonexistent,1.27,93.72,-42.92,4.99,5223.49
CUST_000081,35,technician,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.06,93.22,-42.32,4.14,5197.18
CUST_000082,35,services,married,professional.course,no,yes,yes,cellular,aug,tue,4,999,0,nonexistent,1.63,93.44,-36.53,4.89,5224.24
CUST_000083,50,admin.,married,university.degree,no,no,no,cellular,aug,tue,6,999,0,nonexistent,1.4,93.46,-36.31,4.78,5230.1
CUST_000084,52,blue-collar,married,basic.4y,no,yes,no,cellular,apr,wed,2,999,0,failure,-1.6,93.14,-47.96,1.4,5098.23
CUST_000085,31,services,single,university.degree,no,no,no,cellular,sep,thu,1,999,1,failure,-1.08,94.28,-37.22,0.89,4959.8
CUST_000086,44,technician,single,university.degree,no,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.27,94.5,-42.18,4.83,5229.6
CUST_000087,30,admin.,married,university.degree,no,no,no,telephone,jul,mon,1,999,1,nonexistent,-1.55,94.09,-41.17,0.93,4998.59
CUST_000088,37,technician,married,professional.course,no,no,no,cellular,nov,mon,3,999,0,nonexistent,-0.08,93.36,-42.54,4.14,5198.7
CUST_000089,28,student,single,high.school,no,no,no,cellular,may,mon,3,999,1,failure,-1.66,92.89,-46.33,1.16,5098.49
CUST_000090,51,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.22,94.18,-37.59,4.97,5191.71
CUST_000091,30,admin.,married,university.degree,no,no,no,cellular,sep,mon,1,6,2,success,-3.45,92.14,-29.51,0.74,5018.55
CUST_000092,34,management,married,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,0.9,93.94,-35.94,4.85,5190.67
CUST_000093,38,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,2,999,1,nonexistent,-1.71,93.07,-46.12,1.24,5092.5
CUST_000094,46,blue-collar,divorced,basic.6y,no,unknown,unknown,telephone,jun,thu,9,999,1,nonexistent,1.44,94.45,-42.47,5.07,5232.53
CUST_000095,50,technician,married,university.degree,no,no,no,cellular,aug,tue,2,999,0,nonexistent,-2.78,92.22,-31.23,0.96,5085.57
CUST_000096,34,technician,single,university.degree,no,yes,no,telephone,may,tue,2,999,0,nonexistent,0.95,93.94,-36.32,4.98,5184.66
CUST_000097,34,management,single,university.degree,no,yes,no,telephone,nov,wed,3,999,1,failure,0.03,93.24,-41.82,4.19,5191.37
CUST_000098,26,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.55,94.47,-42.15,5.12,5236.8
CUST_000099,25,admin.,single,high.school,no,no,no,telephone,may,tue,1,999,1,nonexistent,1.18,94.12,-36.51,4.72,5194.31
CUST_000100,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,1,999,0,nonexistent,1.14,94.14,-36.72,4.88,5187.53
CUST_000101,33,admin.,married,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.17,93.24,-42.91,4.02,5189.97
CUST_000102,46,services,married,high.school,unknown,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.68,93.1,-47.96,1.45,5098.71
CUST_000103,47,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.63,92.97,-47.91,1.29,5098.57
CUST_000104,37,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,2,999,1,nonexistent,-1.95,93.04,-47.95,1.49,5109.48
CUST_000105,27,admin.,married,high.school,no,unknown,unknown,telephone,may,mon,5,999,0,nonexistent,1.32,93.85,-37.15,4.83,5178.0
CUST_000106,44,admin.,married,university.degree,no,yes,no,cellular,may,fri,3,999,0,nonexistent,-1.78,92.92,-45.91,1.16,5092.77
CUST_000107,29,admin.,married,high.school,no,yes,no,cellular,jun,wed,1,999,2,failure,-3.02,92.88,-41.78,1.28,5075.56
CUST_000108,38,admin.,married,unknown,no,no,no,cellular,nov,fri,2,999,1,nonexistent,-0.04,93.25,-42.03,4.01,5197.35
CUST_000109,42,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,1,999,2,failure,-1.9,93.07,-46.14,1.29,5097.75
CUST_000110,42,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,3,999,0,nonexistent,1.33,94.62,-42.21,4.94,5227.02
CUST_000111,41,unemployed,single,high.school,no,no,no,cellular,jul,wed,1,999,2,nonexistent,1.3,93.84,-42.57,4.79,5225.61
CUST_000112,38,management,married,university.degree,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.19,93.24,-42.19,4.16,5196.7
CUST_000113,45,technician,married,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.68,93.14,-47.57,1.49,5095.26
CUST_000114,47,admin.,divorced,professional.course,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.3,94.39,-42.83,4.9,5229.66
CUST_000115,38,self-employed,single,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.74,92.99,-45.91,1.43,5095.06
CUST_000116,34,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.04,93.99,-35.74,4.88,5188.13
CUST_000117,47,management,married,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.19,93.03,-41.52,4.09,5194.54
CUST_000118,65,admin.,divorced,university.degree,no,yes,no,cellular,aug,wed,2,16,0,success,-1.77,94.16,-37.88,0.82,4989.28
CUST_000119,51,housemaid,divorced,high.school,no,yes,no,cellular,jul,thu,4,999,0,nonexistent,1.39,93.97,-43.77,4.94,5226.86
CUST_000120,48,management,married,university.degree,no,yes,no,cellular,nov,mon,1,1,0,success,-0.03,93.2,-41.71,4.04,5187.78
CUST_000121,32,technician,married,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.43,93.33,-36.0,4.92,5224.96
CUST_000122,33,management,single,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.88,92.94,-46.22,1.36,5100.18
CUST_000123,34,unemployed,married,basic.9y,unknown,yes,no,cellular,apr,fri,4,999,0,nonexistent,-1.86,93.09,-47.55,1.41,5101.09
CUST_000124,52,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.39,94.48,-41.43,4.96,5225.04
CUST_000125,34,management,married,university.degree,no,yes,no,cellular,aug,wed,3,999,1,nonexistent,1.41,93.56,-37.48,4.95,5227.28
CUST_000126,25,technician,single,professional.course,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.46,94.07,-44.06,4.81,5235.48
CUST_000127,41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,2,999,1,nonexistent,1.47,93.86,-42.85,4.9,5225.83
CUST_000128,29,services,married,high.school,no,yes,yes,telephone,jul,tue,1,999,1,nonexistent,1.38,93.91,-42.86,5.01,5224.36
CUST_000129,34,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,4,999,1,nonexistent,1.3,94.36,-42.39,4.96,5228.61
CUST_000130,42,services,married,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.42,93.95,-42.43,4.96,5224.51
CUST_000131,55,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.3,94.02,-37.04,4.87,5182.33
CUST_000132,60,management,married,university.degree,unknown,no,no,telephone,may,fri,3,999,1,nonexistent,1.11,94.06,-36.32,4.85,5193.46
CUST_000133,33,unemployed,single,university.degree,no,yes,yes,cellular,aug,thu,1,999,1,nonexistent,1.25,93.31,-35.63,4.7,5227.23
CUST_000134,34,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,6,999,0,nonexistent,1.26,94.08,-37.41,4.77,5188.55
CUST_000135,36,admin.,single,university.degree,no,yes,yes,cellular,jun,wed,1,999,0,nonexistent,-1.62,94.05,-40.12,0.74,4991.53
CUST_000136,36,admin.,married,university.degree,no,yes,no,telephone,jun,fri,4,999,1,nonexistent,1.43,94.5,-42.45,5.1,5231.97
CUST_000137,31,admin.,divorced,university.degree,no,yes,yes,cellular,may,mon,4,999,0,nonexistent,-1.66,93.06,-45.79,1.39,5100.48
CUST_000138,56,retired,divorced,basic.4y,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.06,93.87,-36.69,4.9,5191.31
CUST_000139,50,blue-collar,married,basic.9y,no,yes,no,telephone,jun,mon,1,999,1,nonexistent,1.22,94.37,-41.82,4.71,5231.59
CUST_000140,37,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,2,999,0,nonexistent,1.49,94.53,-42.14,5.03,5226.12
CUST_000141,45,entrepreneur,divorced,basic.9y,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.07,93.18,-42.2,3.96,5193.66
CUST_000142,29,admin.,single,university.degree,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.7,92.89,-46.4,1.2,5094.5
CUST_000143,46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,3,999,1,failure,-0.03,93.24,-42.74,4.27,5195.57
CUST_000144,53,blue-collar,married,basic.4y,no,no,no,cellular,nov,fri,4,999,0,failure,-0.07,93.25,-42.99,4.13,5198.31
CUST_000145,43,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,2,nonexistent,1.05,93.96,-36.63,4.88,5190.35
CUST_000146,45,technician,married,professional.course,no,no,yes,cellular,nov,fri,5,999,0,nonexistent,-0.2,93.13,-42.4,3.81,5194.76
CUST_000147,31,admin.,single,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,0.93,93.9,-36.71,4.82,5194.98
CUST_000148,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,nov,tue,2,999,0,nonexistent,-0.17,93.17,-42.03,4.17,5196.56
CUST_000149,24,student,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.77,92.91,-47.14,1.34,5101.67
CUST_000150,31,self-employed,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.41,93.38,-37.11,4.96,5228.61
CUST_000151,51,technician,married,high.school,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.12,94.17,-35.95,4.93,5194.11
CUST_000152,38,admin.,married,university.degree,no,no,no,cellular,jun,mon,2,999,1,nonexistent,-2.8,93.07,-39.94,1.32,5081.59
CUST_000153,36,blue-collar,married,basic.6y,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.95,92.87,-46.2,1.42,5101.48
CUST_000154,38,blue-collar,married,unknown,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.26,93.82,-42.7,4.84,5225.56
CUST_000155,37,admin.,married,university.degree,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.29,93.52,-36.18,4.92,5229.19
CUST_000156,73,retired,divorced,high.school,no,yes,yes,telephone,dec,mon,8,999,0,nonexistent,-3.08,92.89,-33.81,0.72,5023.49
CUST_000157,49,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,1,999,0,nonexistent,0.99,93.87,-35.25,4.86,5188.95
CUST_000158,57,admin.,married,university.degree,no,yes,no,cellular,aug,tue,7,999,0,nonexistent,1.46,93.39,-36.16,4.93,5230.88
CUST_000159,38,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,94.01,-37.09,4.82,5193.42
CUST_000160,35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,2,999,1,nonexistent,1.06,93.98,-36.6,4.82,5194.51
CUST_000161,36,services,married,high.school,no,no,no,telephone,may,mon,2,999,0,nonexistent,1.08,93.76,-36.62,4.85,5186.83
CUST_000162,36,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.48,93.34,-35.59,5.0,5229.09
CUST_000163,46,unknown,married,unknown,no,no,yes,cellular,aug,wed,3,999,0,nonexistent,-2.83,92.2,-31.21,0.89,5070.88
CUST_000164,56,technician,divorced,university.degree,unknown,no,no,cellular,jul,thu,3,999,0,nonexistent,1.39,93.81,-42.75,4.96,5227.8
CUST_000165,29,admin.,married,high.school,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.7,92.82,-46.12,1.53,5098.84
CUST_000166,56,admin.,married,basic.9y,no,no,no,telephone,may,tue,7,999,0,nonexistent,1.12,93.95,-36.11,4.76,5190.26
CUST_000167,53,blue-collar,single,unknown,no,yes,no,cellular,may,wed,6,999,1,nonexistent,-1.93,92.87,-45.58,1.32,5094.39
CUST_000168,36,blue-collar,divorced,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.97,92.97,-47.02,1.17,5096.43
CUST_000169,39,admin.,married,high.school,no,yes,no,telephone,apr,tue,1,999,0,nonexistent,-1.78,93.22,-47.16,1.38,5107.34
CUST_000170,35,services,married,high.school,no,yes,yes,cellular,jul,mon,8,999,0,nonexistent,1.56,93.76,-43.27,4.74,5225.57
CUST_000171,53,blue-collar,married,basic.9y,unknown,no,yes,telephone,jun,fri,1,999,1,nonexistent,1.4,94.5,-41.99,4.9,5232.62
CUST_000172,40,admin.,married,professional.course,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.29,94.49,-41.91,4.9,5231.76
CUST_000173,28,admin.,married,university.degree,no,yes,no,cellular,jun,mon,4,999,0,nonexistent,-1.71,94.05,-40.74,0.64,4992.04
CUST_000174,29,student,single,professional.course,no,yes,no,telephone,sep,mon,2,999,0,nonexistent,-1.07,94.27,-38.09,0.9,4968.66
CUST_000175,48,blue-collar,single,high.school,no,yes,yes,cellular,may,mon,7,999,1,nonexistent,-1.84,92.84,-45.18,1.41,5099.8
CUST_000176,44,technician,divorced,unknown,unknown,no,no,cellular,jul,fri,2,999,0,nonexistent,1.42,93.93,-42.82,4.92,5223.57
CUST_000177,47,technician,divorced,university.degree,no,no,yes,cellular,apr,fri,1,999,1,failure,-1.74,92.98,-46.94,1.44,5095.57
CUST_000178,43,admin.,single,university.degree,no,no,no,cellular,nov,mon,1,999,2,nonexistent,-0.22,93.17,-41.12,4.31,5193.29
CUST_000179,43,unemployed,married,professional.course,no,yes,no,telephone,jun,thu,2,999,1,nonexistent,1.26,94.46,-41.17,5.03,5229.43
CUST_000180,69,retired,married,professional.course,no,yes,no,telephone,aug,mon,1,999,0,nonexistent,-2.79,92.19,-31.5,0.97,5070.89
CUST_000181,44,blue-collar,married,unknown,unknown,no,yes,cellular,jul,tue,21,999,1,nonexistent,1.54,94.02,-42.32,4.96,5221.67
CUST_000182,28,self-employed,married,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.46,94.36,-41.35,4.93,5228.89
CUST_000183,31,admin.,single,university.degree,no,yes,yes,telephone,nov,fri,11,999,0,nonexistent,-0.22,93.27,-41.95,4.06,5198.82
CUST_000184,35,technician,married,professional.course,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.03,94.04,-36.08,4.87,5184.46
CUST_000185,49,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,3,999,2,nonexistent,1.23,94.52,-42.13,4.85,5227.75
CUST_000186,38,entrepreneur,divorced,basic.9y,no,yes,no,cellular,nov,wed,5,999,2,nonexistent,-0.06,93.25,-43.28,4.15,5196.51
CUST_000187,41,entrepreneur,single,high.school,no,yes,yes,cellular,jul,thu,21,999,0,nonexistent,1.4,94.05,-42.72,4.98,5230.94
CUST_000188,41,self-employed,divorced,university.degree,unknown,yes,no,telephone,jun,fri,5,999,1,nonexistent,1.43,94.57,-41.2,4.91,5234.01
CUST_000189,56,admin.,single,university.degree,unknown,no,yes,cellular,nov,fri,2,999,0,nonexistent,-0.14,93.29,-41.38,3.93,5182.03
CUST_000190,32,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.44,94.51,-42.16,5.02,5231.48
CUST_000191,36,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,2,999,1,nonexistent,1.53,94.46,-41.77,5.03,5231.0
CUST_000192,45,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.17,93.29,-41.84,4.16,5192.73
CUST_000193,40,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,2,999,2,nonexistent,1.04,93.97,-37.0,4.89,5193.55
